trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-274.1180556081697,"{0: 7, 1: 2, 2: 5, 3: 1, 4: 5}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,11,-31.838113036025792,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.970299}",20,0,-130.846448298092,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-152.96788050196682,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-62.482260248654335,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-132.8742907230857,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-190.51395368391127,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
8,False,"{'a': 0.5, 'e': 0.9227446944279201}",30,0,-178.0643091318444,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-99.35358439909498,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-28.800276779354135,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587164}",30,0,-156.86061827276274,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,0,-174.29341442165054,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-144.524577437992,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689782}",30,0,-134.6500581518747,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412884}",20,0,-139.06579206310357,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948755}",25,0,-88.1298662329008,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-150.54277443359481,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,5,-135.1957096645835,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",1
19,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-118.5297198966286,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-116.39037845228937,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,0,-101.91286840878657,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-108.94773277110781,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,0,-128.10208126643317,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,0,-54.18483559932107,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991467}",25,6,-46.290224434249176,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,11,13.43533382538886,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",30,0,-128.9393891432875,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",30,7,-74.38934682892923,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 2}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-144.67780835636202,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",30,0,-134.46070784734047,"{0: 17, 1: 2, 2: 8, 3: 3, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,2,-97.09446613390324,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578535}",25,0,-133.74608095668515,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7177305325982749}",25,0,-115.71141644610638,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-83.53811676032046,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",30,0,-89.74323956755926,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-130.87634118908764,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690778}",20,0,-54.22339981804453,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",20,0,-104.8998305203458,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",25,0,-100.55346053553583,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-59.96293834573192,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,0,-24.951447301598797,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",30,0,-114.81951419160222,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,17,-17.820008401713366,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,16,-20.701108597524644,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-54.32478662642726,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,15,0.559510724031882,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.6235253948912}",30,10,-73.44585968563457,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,-111.69439609816723,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.611117239532865}",25,6,-19.361624766134014,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",20,5,-68.99012076604347,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.598956006466161}",20,2,-58.39338778166199,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-98.36991219178246,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,7,10.694454386696425,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,0,-114.40885338480498,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",30,13,-78.16002155454396,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-51.21389594679792,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",20,12,3.297371973836362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",20,10,-50.015444844067154,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,0,-66.61962913604418,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,0,-108.25020841775758,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,0,-59.481892915432915,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",30,0,-130.96915757763165,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",30,10,-50.532925663011746,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,-130.67292545827468,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,0,-33.472271049290356,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",25,1,-102.00964273151887,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,2,-46.34249982621628,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,-1.540768277263568,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",30,0,-42.805578421745295,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",30,0,-79.5305601724858,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",30,0,-160.38365426467826,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 3}",0
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-23.36078076777412,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,0,-21.736339129986316,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",30,14,-1.2933015272470751,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,13,4.54497734811902,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",20,0,-25.565483436123507,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",30,4,-66.28599233995936,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",30,20,1.9240408020634336,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",20,10,-68.84049903182361,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,0,-4.71785181546368,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,0,-22.642076492393535,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,0,-54.577822055648795,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",35,3,-15.016402873010417,"{0: 25, 1: 3, 2: 4, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,0,-47.768147025338315,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",20,7,17.6770537341467,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.421334222154768}",20,0,5.671655251758311,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,0,1.4569287502765156,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",25,5,-59.86590811973453,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",20,0,-14.693838538471585,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,9,-58.092351399454806,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",30,0,-46.07100443038915,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,-80.08173308616117,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,0,-2.7987177958617675,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",30,0,-69.7958232777035,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,0,-14.903423264337048,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",35,16,4.841293532405814,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",20,13,15.202541454616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,9,-19.172710984716243,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",20,8,-49.391334624794354,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",30,0,-13.831930475118215,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,16,6.874922037640676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",25,1,3.4412149762299133,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.355160814705073}",20,3,-38.705996510255055,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",30,7,7.09028476230705,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.348093114492442}",30,0,10.079779570788297,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,11,-19.080163444017344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,-34.786677263107194,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,12,3.9988890222922153,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",20,5,-48.9069407359809,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,-20.609240342371717,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,0,-20.92699093249172,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",30,20,-31.571666388900002,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,11,-2.2743509027177917,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,6,2.0807120578417893,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,0,-17.297117075422285,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,0,-0.9223802464331914,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,12,10.714127516689967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",25,0,-131.63586819706546,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,6,17.761170647945,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,0,19.27787281236815,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.296386587399208}",20,0,6.347372328236821,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,12,-13.004739868002883,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,9,-86.48207160058196,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",35,9,10.773377348567106,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",30,3,1.7029804048445274,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",35,20,13.283370097350724,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,0,-33.67836754169285,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",35,20,5.061729307548944,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,0,-39.90609678877966,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,10,-16.838488733198066,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,-6.607365212831634,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,20,-52.97421336899975,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
